,store,sido,gungu,store_address
153,경기성남시구미점,경기,성남시,경기도성남시분당구미금로45
154,경기성남시금광점,경기,성남시,경기도성남시중원구산성대로382번길58
155,경기성남시도촌점,경기,성남시,경기도성남시중원구도촌로12
156,경기성남시동판교점[B],경기,성남시,경기성남시분당구동판교로52번길17-4
157,경기성남시상대원점,경기,성남시,경기도성남시중원구박석로93번길2-1
158,경기성남시서판교점,경기,성남시,경기성남시분당구판교로25번길22-6
159,경기성남시서현점[B],경기,성남시,경기도성남시분당구중앙공원로54234동104호
160,경기성남시성남점,경기,성남시,경기성남시중원구원터로105번길8
161,경기성남시수내점[B],경기,성남시,경기성남시분당구발이봉북로24번길1
162,경기성남시수진점,경기,성남시,경기도성남시수정구산성대로157번길27-2
163,경기성남시신흥점,경기,성남시,경기도성남시수정구수정남로236-1
164,경기성남시야탑점,경기,성남시,경기성남시분당구매화로48번길12-6
165,경기성남시위례중앙점,경기,성남시,경기성남시수정구위례서일로1길21-8
166,경기성남시이매점,경기,성남시,경기도성남시분당구성남대로779번길52
167,경기성남시정자2호점,경기,성남시,경기도성남시분당구정자로143
168,경기성남시정자점,경기,성남시,경기도성남시분당구백현로152
169,경기성남시태평점,경기,성남시,경기성남시수정구탄리로132번길9
170,경기수원시고색오목점,경기,수원시,경기도수원시권선구고산로27번길43
171,경기수원시곡반정점,경기,수원시,경기도수원시권선구곡선로50번길22-10
172,경기수원시광교1호점,경기,수원시,경기수원시영통구법조로149번길171
173,경기수원시구운탑동점,경기,수원시,경기도수원시권선구구운로57번길3
174,경기수원시권선점[B],경기,수원시,경기수원시권선구권중로56번길35
175,경기수원시매교세류점,경기,수원시,경기도수원시팔달구효원로73
176,경기수원시매탄2동점,경기,수원시,경기도수원시영통구산남로74
177,경기수원시매탄권선점,경기,수원시,경기도수원시영통구권선로811
178,경기수원시세류2호점,경기,수원시,경기도수원시권선구덕영대로1152번길38
179,경기수원시신매탄점,경기,수원시,경기수원시영통구매탄로140번길54-2
180,경기수원시신영통점,경기,수원시,경기도수원시영통구태장로7번길6
181,경기수원시연무점[B],경기,수원시,경기수원시장안구연무로33
182,경기수원시영통1호점,경기,수원시,경기수원시영통구매영로398번길4
183,경기수원시영화점[B],경기,수원시,경기수원시장안구장안로30
184,경기수원시우만점,경기,수원시,경기도수원시팔달구중부대로223번길20-7
185,경기수원시율천점,경기,수원시,경기도수원시장안구율전로80번길5
186,경기수원시인계점,경기,수원시,경기수원시팔달구장다리로245번길21
187,경기수원시인계중앙점,경기,수원시,경기수원시팔달구권광로243
188,경기수원시정자1동점,경기,수원시,경기도수원시장안구대평로162번길50
189,경기수원시정자2동점,경기,수원시,경기수원시장안구수성로245번길30
190,경기수원시조원점,경기,수원시,경기도수원시장안구조원로107
191,경기수원시호매실점,경기,수원시,경기도수원시권선구매실로34
192,경기수원시화서꽃뫼점,경기,수원시,경기도수원시팔달구일월로18번길4-13
193,경기수원시화서점,경기,수원시,경기수원시팔달구팔달로119번길34-1
194,경기시흥시거모점[B],경기,시흥시,경기도시흥시한우물로25
195,경기시흥시능곡점,경기,시흥시,경기도시흥시장현능곡로178
196,경기시흥시목감점,경기,시흥시,경기시흥시논곡길1
197,경기시흥시시화점,경기,시흥시,경기도시흥시중심상가로39
198,경기시흥시신천점[B],경기,시흥시,경기시흥시신천로100번안길10
199,경기시흥시연성2지구점,경기,시흥시,경기시흥시장곡로15
